Name	GenBank (assembly) accession number	Virus-Host-DB Host	TaxID	NCBI-superkingdom	NCBI-order	NCBI-family	NCBI-subfamily	NCBI-genus	NCBI-species	ICTV-Order	ICTV-Family	ICTV-Subfamily	ICTV-Genus	ICTV-Species	vConTACT_v1.0-IF_1.4_VCs	vConTACT_v1.0-IF_2.0_VCs	vConTACT_v1.0-IF_3.0_VCs	vConTACT_v1.0-IF_4.0_VCs	vConTACT_v1.0-IF_5.0_VCs	vConTACT_v1.0_IF_6.0_VCs	vConTACT_v1.0_IF_7.0_VCs	vConTACT_v2.0_VCs	Type_V2.0	VC Size	VC_Subcluster	VC Subcluster Size	Quality	Adj P-value (1-Pvalue)	Topology Confidence Score	Taxon (Genus) Prediction Score
Mycobacterium_virus_Pacc40	NC_011287	Bacteria	563122	Viruses	Caudovirales	Siphoviridae		Che8virus	Mycobacterium virus Pacc40	Caudovirales	Siphoviridae		Che8virus	Mycobacterium virus Pacc40	7	9	9	9	8	8	6	7	cluster	40	VC_7_1	40	0.7182	1.0000	0.7182	0.8731
Mycobacterium_virus_PMC	NC_008205	Bacteria	373412	Viruses	Caudovirales	Siphoviridae		Che8virus	Mycobacterium virus PMC	Caudovirales	Siphoviridae		Che8virus	Mycobacterium virus PMC	7	9	9	9	8	8	6	7	cluster	40	VC_7_1	40	0.7182	1.0000	0.7182	0.8731
Mycobacterium_virus_Ramsey	NC_011289	Bacteria	563123	Viruses	Caudovirales	Siphoviridae		Che8virus	Mycobacterium virus Ramsey	Caudovirales	Siphoviridae		Che8virus	Mycobacterium virus Ramsey	7	9	9	9	8	8	6	7	cluster	40	VC_7_1	40	0.7182	1.0000	0.7182	0.8731
Mycobacterium_virus_SG4	NC_023699	Bacteria	1089132	Viruses	Caudovirales	Siphoviridae		Che8virus	Mycobacterium virus SG4	Caudovirales	Siphoviridae		Che8virus	Mycobacterium virus SG4	7	9	9	9	8	8	6	7	cluster	40	VC_7_1	40	0.7182	1.0000	0.7182	0.8731
Cyanophage_P-RSM1	NC_021071	Bacteria	536444	Viruses	Caudovirales	Myoviridae			Cyanophage P-RSM1						1	7	7	5	5	5	5	8	cluster	2	VC_8_15	2	0.0112	0.9528	0.0107	1.0000
Cyanophage_P-RSM6	NC_020855	Bacteria	929832	Viruses	Caudovirales	Myoviridae			Cyanophage P-RSM6						1	7	7	5	5	5	5	8	cluster	1	VC_8_1	1	0.0000	1.0000	0.0000	1.0000
Cyanophage_P-TIM40	NC_028663	Bacteria	1589733	Viruses	Caudovirales	Myoviridae			Cyanophage P-TIM40						1	7	7	5	5	5	5	8	cluster	1	VC_8_2	1	0.0000	1.0000	0.0000	1.0000
Cyanophage_S-RIM32	NC_031235	Bacteria	1278479	Viruses	Caudovirales	Myoviridae			Cyanophage S-RIM32						1	7	7	5	5	5	5	8	cluster	1	VC_8_22	1	0.0000	1.0000	0.0000	1.0000
Cyanophage_S-RIM50	NC_031242	Bacteria	687803	Viruses	Caudovirales	Myoviridae			Cyanophage S-RIM50						1	7	7	5	5	5	5	8	cluster	2	VC_8_9	2	0.0105	0.9437	0.0099	1.0000
Cyanophage_Syn30	NC_021072	Bacteria	536474	Viruses					Cyanophage Syn30						1	7	7	5	5	5	5	8	cluster	3	VC_8_6	3	0.0211	0.9970	0.0210	0.6667
Prochlorococcus_phage_MED4-213	NC_020845	Bacteria	889956	Viruses	Caudovirales	Myoviridae			Prochlorococcus phage MED4-213						1	7	7	5	5	5	5	8	cluster	3	VC_8_0	3	0.0298	0.9986	0.0298	1.0000
Prochlorococcus_phage_P-HM1	NC_015280	Bacteria	445700	Viruses	Caudovirales	Myoviridae			Prochlorococcus phage P-HM1						1	7	7	5	5	5	5	8	cluster	3	VC_8_0	3	0.0298	0.9986	0.0298	1.0000
Prochlorococcus_phage_P-HM2	NC_015284	Bacteria	445696	Viruses	Caudovirales	Myoviridae			Prochlorococcus phage P-HM2						1	7	7	5	5	5	5	8	cluster	3	VC_8_0	3	0.0298	0.9986	0.0298	1.0000
Prochlorococcus_phage_P-RSM4	NC_015283	Bacteria	444862	Viruses	Caudovirales	Myoviridae			Prochlorococcus phage P-RSM4						1	7	7	5	5	5	5	8	cluster	1	VC_8_16	1	0.0000	1.0000	0.0000	1.0000
Prochlorococcus_phage_P-SSM2	NC_006883	Bacteria	268746	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Prochlorococcus phage P-SSM2						1	7	7	5	5	5	5	8	cluster	1	VC_8_24	1	0.0000	1.0000	0.0000	1.0000
Prochlorococcus_phage_P-SSM3	NC_021559	Bacteria	536453	Viruses	Caudovirales	Myoviridae			Prochlorococcus phage P-SSM3						1	7	7	5	5	5	5	8	cluster	2	VC_8_14	2	0.0115	0.9553	0.0110	1.0000
Prochlorococcus_phage_P-SSM4	NC_006884	Bacteria	268747	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Prochlorococcus phage P-SSM4						1	7	7	5	5	5	5	8	cluster	2	VC_8_14	2	0.0115	0.9553	0.0110	1.0000
Prochlorococcus_phage_P-SSM7	NC_015290	Bacteria	445688	Viruses	Caudovirales	Myoviridae			Prochlorococcus phage P-SSM7						1	7	7	5	5	5	5	8	cluster	1	VC_8_17	1	0.0000	1.0000	0.0000	1.0000
Prochlorococcus_phage_P-TIM68	NC_028955	Bacteria	1542477	Viruses	Caudovirales	Myoviridae			Prochlorococcus phage P-TIM68						1	7	7	5	5	5	5	8	cluster	1	VC_8_18	1	0.0000	1.0000	0.0000	1.0000
Prochlorococcus_phage_Syn1	NC_015288	Bacteria	444861	Viruses	Caudovirales				Prochlorococcus phage Syn1						1	7	7	5	5	5	5	8	cluster	1	VC_8_26	1	0.0000	1.0000	0.0000	1.0000
Prochlorococcus_phage_Syn33	NC_015285	Bacteria	444878	Viruses	Caudovirales				Prochlorococcus phage Syn33						1	7	7	5	5	5	5	8	cluster	7	VC_8_8	7	0.0658	1.0000	0.0658	0.7619
Synechococcus_phage_ACG-2014b	NC_027130	Bacteria	1493508	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014b						1	7	7	5	5	5	5	8	cluster	7	VC_8_8	7	0.0658	1.0000	0.0658	0.7619
Synechococcus_phage_ACG-2014c	NC_019444	Bacteria	1079998	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014c						1	7	7	5	5	5	5	8	cluster	7	VC_8_8	7	0.0658	1.0000	0.0658	0.7619
Synechococcus_phage_ACG-2014d	NC_026923	Bacteria	1493509	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014d						1	7	7	5	5	5	5	8	cluster	1	VC_8_4	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_ACG-2014e	NC_026928	Bacteria	1493510	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014e						1	7	7	5	5	5	5	8	cluster	4	VC_8_30	4	0.0374	1.0000	0.0374	1.0000
Synechococcus_phage_ACG-2014f	NC_026927	Bacteria	1493511	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014f						1	7	7	5	5	5	5	8	cluster	1	VC_8_25	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_ACG-2014g	NC_026924	Bacteria	1493512	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014g						1	7	7	5	5	5	5	8	cluster	7	VC_8_8	7	0.0658	1.0000	0.0658	0.7619
Synechococcus_phage_ACG-2014h	NC_023587	Bacteria	1340810	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014h						1	7	7	5	5	5	5	8	cluster	1	VC_8_31	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_ACG-2014i	NC_027132	Bacteria	1493513	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014i						1	7	7	5	5	5	5	8	cluster	4	VC_8_30	4	0.0374	1.0000	0.0374	1.0000
Synechococcus_phage_ACG-2014j	NC_026926	Bacteria	1493514	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014j						1	7	7	5	5	5	5	8	cluster	4	VC_8_30	4	0.0374	1.0000	0.0374	1.0000
Synechococcus_phage_metaG-MbCM1	NC_019443	Bacteria	1079999	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage metaG-MbCM1						1	7	7	5	5	5	5	8	cluster	2	VC_8_15	2	0.0112	0.9528	0.0107	1.0000
Synechococcus_phage_S-CAM1	NC_020837	Bacteria	754037	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-CAM1						1	7	7	5	5	5	5	8	cluster	2	VC_8_11	2	0.0123	0.9572	0.0118	1.0000
Synechococcus_phage_S-CAM22	NC_031903	Bacteria	1883365	Viruses					Synechococcus phage S-CAM22						1	7	7	5	5	5	5	8	cluster	2	VC_8_10	2	0.0104	0.9433	0.0098	1.0000
Synechococcus_phage_S-CAM3	NC_031906	Bacteria	1883366	Viruses					Synechococcus phage S-CAM3						1	7	7	5	5	5	5	8	cluster	2	VC_8_11	2	0.0123	0.9572	0.0118	1.0000
Synechococcus_phage_S-CAM4	NC_031900	Bacteria	1883367	Viruses					Synechococcus phage S-CAM4						1	7	7	5	5	5	5	8	cluster	4	VC_8_30	4	0.0374	1.0000	0.0374	1.0000
Synechococcus_phage_S-CAM8	NC_021530	Bacteria	754038	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-CAM8						1	7	7	5	5	5	5	8	cluster	7	VC_8_8	7	0.0658	1.0000	0.0658	0.7619
Synechococcus_phage_S-CAM9	NC_031922	Bacteria	1883369	Viruses					Synechococcus phage S-CAM9						1	7	7	5	5	5	5	8	cluster	1	VC_8_20	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_S-IOM18	NC_021536	Bacteria	754039	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-IOM18						1	7	7	5	5	5	5	8	cluster	2	VC_8_10	2	0.0104	0.9433	0.0098	1.0000
Synechococcus_phage_S-MbCM100	NC_023584	Bacteria	1340812	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage S-MbCM100						1	7	7	5	5	5	5	8	cluster	7	VC_8_8	7	0.0658	1.0000	0.0658	0.7619
Synechococcus_phage_S-PM2	NC_006820	Bacteria	238854	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage S-PM2						1	7	7	5	5	5	5	8	cluster	1	VC_8_27	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_S-RIM2_R1_1999	NC_020859	Bacteria	869662	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-RIM2						1	7	7	5	5	5	5	8	cluster	7	VC_8_8	7	0.0658	1.0000	0.0658	0.7619
Synechococcus_phage_S-RIM8_A.HR1	NC_020486	Bacteria	869724	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-RIM8						1	7	7	5	5	5	5	8	cluster	2	VC_8_9	2	0.0105	0.9437	0.0099	1.0000
Synechococcus_phage_S-RSM4	NC_013085	Bacteria	555387	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage S-RSM4						1	7	7	5	5	5	5	8	cluster	1	VC_8_28	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_S-ShM2	NC_015281	Bacteria	445683	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-ShM2						1	7	7	5	5	5	5	8	cluster	1	VC_8_13	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_S-SKS1	NC_020851	Bacteria	754042	Viruses	Caudovirales	Siphoviridae			Synechococcus phage S-SKS1						1	7	7	5	5	5	5	8	cluster	1	VC_8_23	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_S-SM1	NC_015282	Bacteria	444859	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-SM1						1	7	7	5	5	5	5	8	cluster	3	VC_8_6	3	0.0211	0.9970	0.0210	0.6667
Synechococcus_phage_S-SM2	NC_015279	Bacteria	444860	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-SM2						1	7	7	5	5	5	5	8	cluster	1	VC_8_19	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_S-SSM4	NC_020875	Bacteria	536466	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-SSM4						1	7	7	5	5	5	5	8	cluster	1	VC_8_5	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_S-SSM5	NC_015289	Bacteria	445685	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-SSM5						1	7	7	5	5	5	5	8	cluster	3	VC_8_6	3	0.0211	0.9970	0.0210	0.6667
Synechococcus_phage_S-SSM7	NC_015287	Bacteria	445686	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-SSM7						1	7	7	5	5	5	5	8	cluster	1	VC_8_21	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_S-WAM1	NC_031944	Bacteria	1815521	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-WAM1						1	7	7	5	5	5	5	8	cluster	1	VC_8_3	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_S-WAM2	NC_031935	Bacteria	1815522	Viruses	Caudovirales	Myoviridae			Synechococcus phage S-WAM2						1	7	7	5	5	5	5	8	cluster	1	VC_8_29	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_Syn19	NC_015286	Bacteria	445684	Viruses	Caudovirales	Myoviridae			Synechococcus phage Syn19						1	7	7	5	5	5	5	8	cluster	1	VC_8_7	1	0.0000	1.0000	0.0000	1.0000
Synechococcus_phage_syn9	NC_008296	Bacteria	382359	Viruses	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage syn9						1	7	7	5	5	5	5	8	cluster	1	VC_8_12	1	0.0000	1.0000	0.0000	1.0000
Burkholderia_phage_KL3	NC_015266	Bacteria	910474	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia phage KL3						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Burkholderia_phage_KS14	NC_015273	Bacteria	910475	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia phage KS14						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Burkholderia_phage_KS5	NC_015265	Bacteria	910473	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia phage KS5						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Burkholderia_phage_ST79	NC_021343	Bacteria	1282994	Viruses	Caudovirales	Myoviridae			Burkholderia phage ST79						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Burkholderia_virus_phi52237	NC_007145	Bacteria	332032	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phi52237	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phi52237	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Burkholderia_virus_phiE122	NC_009236	Bacteria	431892	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phiE122	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phiE122	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Burkholderia_virus_phiE202	NC_009234	Bacteria	431893	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phiE202	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phiE202	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Enterobacteria_phage_fiAA91-ss	NC_022750	Bacteria	1357825	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Enterobacteria phage fiAA91-ss						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Enterobacteria_phage_P88	NC_026014	Bacteria	1567486	Viruses	Caudovirales	Myoviridae			Enterobacteria phage P88						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Enterobacteria_phage_WPhi	NC_005056	Bacteria	103216	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Enterobacteria phage WPhi	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus Wphi	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Erwinia_phage_ENT90	NC_019932	Bacteria	947843	Viruses	Caudovirales	Myoviridae			Erwinia phage ENT90						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Escherichia_phage_pro147	NC_028896	Bacteria	1649239	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia phage pro147						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Escherichia_phage_pro483	NC_028943	Bacteria	1649240	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia phage pro483						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Escherichia_virus_186	NC_001317	Bacteria	29252	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus 186	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus 186	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Escherichia_virus_P2	NC_001895	Bacteria	10679	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus P2	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus P2	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Mannheimia_phage_phiMHaA1	NC_008201	Bacteria	390978	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Mannheimia virus PHL101   	Caudovirales	Myoviridae	Peduovirinae	P2virus	Mannheimia virus PHL101	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Mannheimia_phage_vB_MhM_587AP1	NC_028898	Bacteria	1572744	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Mannheimia phage vB_MhM_587AP1						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Pseudomonas_phage_phiCTX	NC_003278	Bacteria	35343	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Pseudomonas phage phiCTX	Caudovirales	Myoviridae	Peduovirinae	P2virus	Pseudomonas virus phiCTX	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Ralstonia_phage_RSA1	NC_009382	Bacteria	406340	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Ralstonia phage RSA1	Caudovirales	Myoviridae	Peduovirinae	P2virus	Ralstonia virus RSA1	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Ralstonia_phage_RSY1	NC_025115	Bacteria	1530085	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Ralstonia phage RSY1						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Salmonella_phage_Fels-2	NC_010463	Bacteria	194701	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella phage Fels-2	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella virus Fels2	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Salmonella_phage_FSL_SP-004	NC_021774	Bacteria	1173769	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella phage FSL SP-004						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Salmonella_phage_RE-2010	NC_019488	Bacteria	929814	Viruses	Caudovirales	Myoviridae			Salmonella phage RE-2010						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Salmonella_phage_SEN1	NC_029003	Bacteria	1647455	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella phage SEN1						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Salmonella_phage_SEN4	NC_029015	Bacteria	1647465	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella phage SEN4						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Salmonella_phage_SEN5	NC_028701	Bacteria	1647466	Viruses	Caudovirales	Myoviridae			Salmonella phage SEN5						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Salmonella_virus_PsP3	NC_005340	Bacteria	12407	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella virus PsP3	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella virus PsP3	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Stenotrophomonas_phage_Smp131	NC_023588	Bacteria	1168563	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Stenotrophomonas phage Smp131						11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Yersinia_phage_L-413C	NC_004745	Bacteria	227940	Viruses	Caudovirales	Myoviridae	Peduovirinae	P2virus	Yersinia phage L-413C	Caudovirales	Myoviridae	Peduovirinae	P2virus	Yersinia virus L413C	11	12	12	11	11	11	10	9	cluster	29	VC_9_0	29	0.8332	1.0000	0.8332	1.0000
Mycobacterium_phage_Abrogate	NC_028920	Bacteria	1551710	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Abrogate						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Aeneas	NC_023723	Bacteria	1168595	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Aeneas						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Alsfro	NC_023862	Bacteria	1458724	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Alsfro						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Alvin	NC_026583	Bacteria	1567466	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Alvin						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Barriga	NC_028804	Bacteria	1675548	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Barriga						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_CASbig	NC_021324	Bacteria	1327035	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage CASbig						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_DD5	NC_011022	Bacteria	540064	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage DD5						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Dreamboat	NC_023708	Bacteria	1086749	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Dreamboat						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Edtherson	NC_029059	Bacteria	1567468	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Edtherson						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Gompeii16	NC_031111	Bacteria	1873895	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Gompeii16						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Graduation	NC_022979	Bacteria	1391432	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Graduation						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_HanShotFirst	NC_022975	Bacteria	1429904	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage HanShotFirst						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Lamina13	NC_024143	Bacteria	1468169	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Lamina13						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Makemake	NC_031067	Bacteria	1873889	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Makemake						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Nerujay	NC_028928	Bacteria	1647308	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Nerujay						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Nhonho	NC_028815	Bacteria	1675553	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Nhonho						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Papez	NC_031041	Bacteria	1873891	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Papez						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Pari	NC_028874	Bacteria	1718171	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Pari						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_PattyP	NC_021297	Bacteria	1327773	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage PattyP						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Pepe	NC_028680	Bacteria	1735466	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Pepe						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_PhrostyMug	NC_022329	Bacteria	1354512	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage PhrostyMug						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Pinto	NC_024368	Bacteria	1498204	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Pinto						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_RidgeCB	NC_023710	Bacteria	1071506	Viruses	Caudovirales	Siphoviridae		L5virus	Mycobacterium virus Ridgecb	Caudovirales	Siphoviridae		L5virus	Mycobacterium virus Ridgecb	5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
Mycobacterium_phage_Rufus	NC_028810	Bacteria	1698441	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage Rufus						5	1	10	10	9	9	7	10	cluster	46	VC_10_0	46	0.4924	1.0000	0.4924	1.0000
